Recording	Participant	Timeline	TOI	Interval	Media	AOI	Duration_of_interval	Start_of_interval	Total_duration_of_fixations	Average_duration_of_fixations	Minimum_duration_of_fixations	Maximum_duration_of_fixations	Number_of_fixations	Time_to_first_fixation	Duration_of_first_fixation	Last_AOI_viewed	AOI_at_interval_end	Average_pupil_diameter	Total_duration_of_Glances	Number_of_Glances	Time_to_first_Glance	Number_of_saccades_in_AOI	Time_to_entry_saccade	Time_to_exit_saccade	Peak_velocity_of_entry_saccade	Peak_velocity_of_exit_saccade
Recording120	kaije	Kaije_trials58-60	Entire Recording	1	b06-constr,b08-dilating,Corgi Snow Tunnel (online-video-cutter.com),d01-dilating,dog_puppy_barking,grey_screen,Kitten meowing to attract cats	whole_screen	61982	0	5345	2673	1572	3773	2	56325	3773	whole_screen		4,73164	5445	1	56325	0				
Recording120	kaije	Kaije_trials58-60	Entire Recording	1	b06-constr,b08-dilating,Corgi Snow Tunnel (online-video-cutter.com),d01-dilating,dog_puppy_barking,grey_screen,Kitten meowing to attract cats	whole_screen	61982	0	5353	5353	5353	5353	1	29015	5353	whole_screen		4,58817	5353	1	29015	0				
Recording120	kaije	Kaije_trials58-60	Entire Recording	1	b06-constr,b08-dilating,Corgi Snow Tunnel (online-video-cutter.com),d01-dilating,dog_puppy_barking,grey_screen,Kitten meowing to attract cats	whole_screen	61982	0	7342	1224	26	2606	6	16543	26	whole_screen		4,96425	7808	3	16543	0				
Recording120	kaije	Kaije_trials58-60	Entire Recording	1	b06-constr,b08-dilating,Corgi Snow Tunnel (online-video-cutter.com),d01-dilating,dog_puppy_barking,grey_screen,Kitten meowing to attract cats	whole_screen	61982	0	2567	257	70	583	10	41258	119	whole_screen		5,16438	5092	1	41258	1				
Recording194	Messi	Messi_trials55-57	b09-dilating	1	b09-dilating	whole_screen	5612	91439	2799	560	89	1567	5	1459	238	whole_screen		3,63983	3803	1	1425	0				
Recording194	Messi	Messi_trials55-57	b10-dilating	1	b10-dilating	whole_screen	5579	80382	1706	1706	1706	1706	1	0	1706	whole_screen		3,89929	1706	1	0	0				
Recording194	Messi	Messi_trials55-57	grey_screen	1	grey_screen	whole_screen	4629	74871	2103	210	64	900	10	0	64	whole_screen		3,75712	4614	1	0	0				
Recording194	Messi	Messi_trials55-57	grey_screen	2	grey_screen	whole_screen	4596	85961	934	156	67	400	6	2262	67	whole_screen		3,6694	1234	1	2246	1				
Recording194	Messi	Messi_trials55-57	grey_screen	3	grey_screen	whole_screen	4546	97051	3491	582	71	2045	6	547	426	whole_screen	whole_screen	3,59183	3999	1	547	1				
Recording194	Messi	Messi_trials55-57	h09-constr	1	h09-constr	whole_screen	5395	102247	2531	633	71	1357	4	0	855	whole_screen		3,67374	4492	1	0	0				
Recording194	Messi	Messi_trials55-57	Entire Recording	1	2023-09-23 07.14.52 3197954336300737299_3057206773,b09-dilating,b10-dilating,grey_screen,h09-constr,Hares Play Hard To Get _ Animal All-Stars (online-video-cutter.com),snow_cat	whole_screen	107865	0	1706	1706	1706	1706	1	80382	1706	whole_screen		3,89929	1706	1	80382	0				
Recording194	Messi	Messi_trials55-57	Entire Recording	1	2023-09-23 07.14.52 3197954336300737299_3057206773,b09-dilating,b10-dilating,grey_screen,h09-constr,Hares Play Hard To Get _ Animal All-Stars (online-video-cutter.com),snow_cat	whole_screen	107865	0	2531	633	71	1357	4	102247	855	whole_screen		3,67374	4492	1	102247	0				
Recording194	Messi	Messi_trials55-57	Entire Recording	1	2023-09-23 07.14.52 3197954336300737299_3057206773,b09-dilating,b10-dilating,grey_screen,h09-constr,Hares Play Hard To Get _ Animal All-Stars (online-video-cutter.com),snow_cat	whole_screen	107865	0	6527	297	64	2045	22	74871	64	whole_screen		3,65592	9846	3	74871	2				
Recording194	Messi	Messi_trials55-57	Entire Recording	1	2023-09-23 07.14.52 3197954336300737299_3057206773,b09-dilating,b10-dilating,grey_screen,h09-constr,Hares Play Hard To Get _ Animal All-Stars (online-video-cutter.com),snow_cat	whole_screen	107865	0	2799	560	89	1567	5	92898	238	whole_screen		3,63983	3803	1	92865	0				
Recording142	kaije	Kaije_trials67-72	b07-dilating	1	b07-dilating	whole_screen	5595	75117	2333	117	67	300	20	12	117	whole_screen		4,9674	5229	1	0	5				
Recording142	kaije	Kaije_trials67-72	b09-dilating	1	b09-dilating	whole_screen	5412	121743	4675	468	85	2121	10	0	573	whole_screen	whole_screen	3,96532	5412	1	0	1				
Recording142	kaije	Kaije_trials67-72	b11-dilating	1	b11-dilating	whole_screen	5578	110852	2645	132	67	405	20	0	173	whole_screen	whole_screen	4,86192	5578	1	0	6				
Recording142	kaije	Kaije_trials67-72	d02-dilating	1	d02-dilating	whole_screen	5595	86556	1351	97	67	251	14	37	83	whole_screen		5,07182	5589	1	0	1				
Recording142	kaije	Kaije_trials67-72	d13-constr	1	d13-constr	whole_screen	5628	63960	2182	242	72	933	9	24	933	whole_screen		4,434	3176	1	6	2				
Recording142	kaije	Kaije_trials67-72	grey_screen	1	grey_screen	whole_screen	5129	53252	447	149	83	247	3	3163	117	whole_screen	whole_screen	4,922	2032	1	3096	0				
Recording142	kaije	Kaije_trials67-72	grey_screen	2	grey_screen	whole_screen	4579	69588	1334	121	67	272	11	508	91	whole_screen	whole_screen	5,14915	4108	1	472	5				
Recording142	kaije	Kaije_trials67-72	grey_screen	3	grey_screen	whole_screen	4613	80712	939	85	39	133	11	1	67	whole_screen	whole_screen	5,0687	4613	1	0	2				
Recording142	kaije	Kaije_trials67-72	grey_screen	4	grey_screen	whole_screen	4579	92152	997	142	67	397	7	11	397	whole_screen		4,59317	4249	1	0	2				
Recording142	kaije	Kaije_trials67-72	grey_screen	5	grey_screen	whole_screen	4613	105290	733	81	66	117	9	834	83	whole_screen		4,93488	3768	1	817	1				
Recording142	kaije	Kaije_trials67-72	grey_screen	6	grey_screen	whole_screen	4513	116431	2783	199	67	522	14	0	211	whole_screen	whole_screen	4,58535	4513	1	0	6				
Recording142	kaije	Kaije_trials67-72	h11-constr	1	h11-constr	whole_screen	5595	99695	633	90	67	133	7	45	133	whole_screen		4,88994	2501	2	28	0				
Recording142	kaije	Kaije_trials67-72	Entire Recording	1	A mole digging a hole cauught on camera (online-video-cutter.com),ASMR Dog Mukbang Pitbull Eating Raw Foods,b07-dilating,b09-dilating,b11-dilating,Bunny_eating (online-video-cutter.com),Corgi Snow Tunnel (online-video-cutter.com),d02-dilating,d13-constr,grey_screen,h11-constr,Rabbit sounds,wild baby bunnies (online-video-cutter.com)	whole_screen	127364	0	633	90	67	133	7	99740	133	whole_screen		4,88994	2501	2	99724	0				
Recording142	kaije	Kaije_trials67-72	Entire Recording	1	A mole digging a hole cauught on camera (online-video-cutter.com),ASMR Dog Mukbang Pitbull Eating Raw Foods,b07-dilating,b09-dilating,b11-dilating,Bunny_eating (online-video-cutter.com),Corgi Snow Tunnel (online-video-cutter.com),d02-dilating,d13-constr,grey_screen,h11-constr,Rabbit sounds,wild baby bunnies (online-video-cutter.com)	whole_screen	127364	0	7233	132	39	522	55	56415	117	whole_screen		4,81038	23305	6	56349	16				
Recording142	kaije	Kaije_trials67-72	Entire Recording	1	A mole digging a hole cauught on camera (online-video-cutter.com),ASMR Dog Mukbang Pitbull Eating Raw Foods,b07-dilating,b09-dilating,b11-dilating,Bunny_eating (online-video-cutter.com),Corgi Snow Tunnel (online-video-cutter.com),d02-dilating,d13-constr,grey_screen,h11-constr,Rabbit sounds,wild baby bunnies (online-video-cutter.com)	whole_screen	127364	0	2333	117	67	300	20	75129	117	whole_screen		4,9674	5233	1	75112	5				
Recording142	kaije	Kaije_trials67-72	Entire Recording	1	A mole digging a hole cauught on camera (online-video-cutter.com),ASMR Dog Mukbang Pitbull Eating Raw Foods,b07-dilating,b09-dilating,b11-dilating,Bunny_eating (online-video-cutter.com),Corgi Snow Tunnel (online-video-cutter.com),d02-dilating,d13-constr,grey_screen,h11-constr,Rabbit sounds,wild baby bunnies (online-video-cutter.com)	whole_screen	127364	0	2182	242	72	933	9	63984	933	whole_screen		4,434	3176	1	63966	2				
Recording142	kaije	Kaije_trials67-72	Entire Recording	1	A mole digging a hole cauught on camera (online-video-cutter.com),ASMR Dog Mukbang Pitbull Eating Raw Foods,b07-dilating,b09-dilating,b11-dilating,Bunny_eating (online-video-cutter.com),Corgi Snow Tunnel (online-video-cutter.com),d02-dilating,d13-constr,grey_screen,h11-constr,Rabbit sounds,wild baby bunnies (online-video-cutter.com)	whole_screen	127364	0	4675	468	85	2121	10	121743	573	whole_screen		3,96532	5412	1	121743	1				
Recording142	kaije	Kaije_trials67-72	Entire Recording	1	A mole digging a hole cauught on camera (online-video-cutter.com),ASMR Dog Mukbang Pitbull Eating Raw Foods,b07-dilating,b09-dilating,b11-dilating,Bunny_eating (online-video-cutter.com),Corgi Snow Tunnel (online-video-cutter.com),d02-dilating,d13-constr,grey_screen,h11-constr,Rabbit sounds,wild baby bunnies (online-video-cutter.com)	whole_screen	127364	0	2645	132	67	405	20	110852	173	whole_screen		4,86192	5578	1	110852	6				
Recording142	kaije	Kaije_trials67-72	Entire Recording	1	A mole digging a hole cauught on camera (online-video-cutter.com),ASMR Dog Mukbang Pitbull Eating Raw Foods,b07-dilating,b09-dilating,b11-dilating,Bunny_eating (online-video-cutter.com),Corgi Snow Tunnel (online-video-cutter.com),d02-dilating,d13-constr,grey_screen,h11-constr,Rabbit sounds,wild baby bunnies (online-video-cutter.com)	whole_screen	127364	0	1351	97	67	251	14	86593	83	whole_screen		5,07182	5619	1	86526	1		92145		36,09
Recording128	Messi	Messi_trials31-36	b03-dilating	1	b03-dilating	whole_screen	5395	205862	0				0						0	0		0				
Recording128	Messi	Messi_trials31-36	b05-constr	1	b05-constr	whole_screen	5628	174690	0				0						0	0		0				
Recording128	Messi	Messi_trials31-36	d06-dilating	1	d06-dilating	whole_screen	5595	155323	0				0						0	0		0				
Recording128	Messi	Messi_trials31-36	grey_screen	1	grey_screen	whole_screen	5146	92361	0				0						0	0		0				
Recording128	Messi	Messi_trials31-36	grey_screen	2	grey_screen	whole_screen	4595	109413	0				0						0	0		0				
Recording128	Messi	Messi_trials31-36	grey_screen	3	grey_screen	whole_screen	4663	131178	0				0						0	0		0				
Recording128	Messi	Messi_trials31-36	grey_screen	4	grey_screen	whole_screen	4646	145498	0				0						0	0		0				
Recording128	Messi	Messi_trials31-36	grey_screen	5	grey_screen	whole_screen	4613	160918	0				0						0	0		0				
Recording128	Messi	Messi_trials31-36	grey_screen	6	grey_screen	whole_screen	4513	180318	0				0						0	0		0				
Recording128	Messi	Messi_trials31-36	h06-constr	1	h06-constr	whole_screen	5628	139870	0				0						0	0		0				
Recording128	Messi	Messi_trials31-36	h08-dilating	1	h08-dilating	whole_screen	5612	125566	0				0						0	0		0				
Recording128	Messi	Messi_trials31-36	h13-dilating	1	h13-dilating	whole_screen	5629	103785	0				0						0	0		0				
Recording128	Messi	Messi_trials31-36	Entire Recording	1	b03-dilating,b05-constr,Bunny_eating (online-video-cutter.com),d06-dilating,dog_fed,dog_puppy_barking,grey_screen,h06-constr,h08-dilating,h13-dilating,Male Duck “Quacking”,Rabbit sounds,snow_cat	whole_screen	211482	0	0				0						0	0		0				
Recording128	Messi	Messi_trials31-36	Entire Recording	1	b03-dilating,b05-constr,Bunny_eating (online-video-cutter.com),d06-dilating,dog_fed,dog_puppy_barking,grey_screen,h06-constr,h08-dilating,h13-dilating,Male Duck “Quacking”,Rabbit sounds,snow_cat	whole_screen	211482	0	0				0						0	0		0				
Recording128	Messi	Messi_trials31-36	Entire Recording	1	b03-dilating,b05-constr,Bunny_eating (online-video-cutter.com),d06-dilating,dog_fed,dog_puppy_barking,grey_screen,h06-constr,h08-dilating,h13-dilating,Male Duck “Quacking”,Rabbit sounds,snow_cat	whole_screen	211482	0	0				0						0	0		0				
Recording128	Messi	Messi_trials31-36	Entire Recording	1	b03-dilating,b05-constr,Bunny_eating (online-video-cutter.com),d06-dilating,dog_fed,dog_puppy_barking,grey_screen,h06-constr,h08-dilating,h13-dilating,Male Duck “Quacking”,Rabbit sounds,snow_cat	whole_screen	211482	0	0				0						0	0		0				
Recording128	Messi	Messi_trials31-36	Entire Recording	1	b03-dilating,b05-constr,Bunny_eating (online-video-cutter.com),d06-dilating,dog_fed,dog_puppy_barking,grey_screen,h06-constr,h08-dilating,h13-dilating,Male Duck “Quacking”,Rabbit sounds,snow_cat	whole_screen	211482	0	0				0						0	0		0				
Recording128	Messi	Messi_trials31-36	Entire Recording	1	b03-dilating,b05-constr,Bunny_eating (online-video-cutter.com),d06-dilating,dog_fed,dog_puppy_barking,grey_screen,h06-constr,h08-dilating,h13-dilating,Male Duck “Quacking”,Rabbit sounds,snow_cat	whole_screen	211482	0	0				0						0	0		0				
Recording128	Messi	Messi_trials31-36	Entire Recording	1	b03-dilating,b05-constr,Bunny_eating (online-video-cutter.com),d06-dilating,dog_fed,dog_puppy_barking,grey_screen,h06-constr,h08-dilating,h13-dilating,Male Duck “Quacking”,Rabbit sounds,snow_cat	whole_screen	211482	0	0				0						0	0		0				
Recording70	Pepe	Pepe_trials10-12	b00-constr	1	b00-constr	whole_screen	5445	451378	0				0						0	0		0				
Recording70	Pepe	Pepe_trials10-12	b03-constr	1	b03-constr	whole_screen	5728	418140	0				0						0	0		0				
Recording70	Pepe	Pepe_trials10-12	grey_screen	1	grey_screen	whole_screen	5079	391613	0				0						0	0		0				
Recording70	Pepe	Pepe_trials10-12	grey_screen	2	grey_screen	whole_screen	4626	423868	0				0						0	0		0				
Recording70	Pepe	Pepe_trials10-12	grey_screen	3	grey_screen	whole_screen	4729	436990	0				0						0	0		0				
Recording70	Pepe	Pepe_trials10-12	h03-dilating	1	h03-dilating	whole_screen	5578	431412	669	167	67	333	4	17	333	whole_screen		3,7326	1925	1	17	0				
Recording70	Pepe	Pepe_trials10-12	Entire Recording	1	2023-09-23 07.14.52 3197954336300737299_3057206773,b00-constr,b03-constr,grey_screen,h03-dilating,Happy guinea pigs wheeking and squeaking! (online-video-cutter.com),Our pet pheasant (online-video-cutter.com)	whole_screen	457039	0	0				0			whole_screen			0	0		0				
Recording70	Pepe	Pepe_trials10-12	Entire Recording	1	2023-09-23 07.14.52 3197954336300737299_3057206773,b00-constr,b03-constr,grey_screen,h03-dilating,Happy guinea pigs wheeking and squeaking! (online-video-cutter.com),Our pet pheasant (online-video-cutter.com)	whole_screen	457039	0	0				0			whole_screen			0	0		0				
Recording70	Pepe	Pepe_trials10-12	Entire Recording	1	2023-09-23 07.14.52 3197954336300737299_3057206773,b00-constr,b03-constr,grey_screen,h03-dilating,Happy guinea pigs wheeking and squeaking! (online-video-cutter.com),Our pet pheasant (online-video-cutter.com)	whole_screen	457039	0	669	167	67	333	4	431429	333	whole_screen		3,7326	1925	1	431429	0				
Recording70	Pepe	Pepe_trials10-12	Entire Recording	1	2023-09-23 07.14.52 3197954336300737299_3057206773,b00-constr,b03-constr,grey_screen,h03-dilating,Happy guinea pigs wheeking and squeaking! (online-video-cutter.com),Our pet pheasant (online-video-cutter.com)	whole_screen	457039	0	0				0			whole_screen			0	0		0				
Recording165	Noodle	Noodle_trials-64-66 	b01-dilating	1	b01-dilating	whole_screen	5595	165228	423	211	83	339	2	4906	339	whole_screen		2,58847	439	2	4906	0	5462	5245	46,53	37,95
Recording165	Noodle	Noodle_trials-64-66 	b09-constr	1	b09-constr	whole_screen	5612	196634	0				0						0	0		0				
Recording165	Noodle	Noodle_trials-64-66 	grey_screen	1	grey_screen	whole_screen	4663	143447	1020	128	67	298	8	122	83	whole_screen	whole_screen	2,58764	2567	2	89	0				
Recording165	Noodle	Noodle_trials-64-66 	grey_screen	2	grey_screen	whole_screen	4579	170823	1010	202	66	436	5	0	67	whole_screen		2,5894	1559	1	0	0				
Recording165	Noodle	Noodle_trials-64-66 	grey_screen	3	grey_screen	whole_screen	4563	202245	0				0						0	0		0				
Recording165	Noodle	Noodle_trials-64-66 	h01-dilating	1	h01-dilating	whole_screen	5379	218298	83	83	83	83	1	3609	83	whole_screen		2,42655	100	1	3592	0				
Recording165	Noodle	Noodle_trials-64-66 	Entire Recording	1	2023-08-19 17.27.58 3172889463443954951_3057206773,b01-dilating,b09-constr,grey_screen,h01-dilating,Our pet pheasant (online-video-cutter.com),wild baby bunnies (online-video-cutter.com)	whole_screen	223905	0	423	211	83	339	2	170134	339	whole_screen		2,58847	439	2	170134	0	170690	170473	46,53	37,95
Recording165	Noodle	Noodle_trials-64-66 	Entire Recording	1	2023-08-19 17.27.58 3172889463443954951_3057206773,b01-dilating,b09-constr,grey_screen,h01-dilating,Our pet pheasant (online-video-cutter.com),wild baby bunnies (online-video-cutter.com)	whole_screen	223905	0	0				0			whole_screen			0	0		0				
Recording165	Noodle	Noodle_trials-64-66 	Entire Recording	1	2023-08-19 17.27.58 3172889463443954951_3057206773,b01-dilating,b09-constr,grey_screen,h01-dilating,Our pet pheasant (online-video-cutter.com),wild baby bunnies (online-video-cutter.com)	whole_screen	223905	0	83	83	83	83	1	221907	83	whole_screen		2,42655	100	1	221890	0				
Recording165	Noodle	Noodle_trials-64-66 	Entire Recording	1	2023-08-19 17.27.58 3172889463443954951_3057206773,b01-dilating,b09-constr,grey_screen,h01-dilating,Our pet pheasant (online-video-cutter.com),wild baby bunnies (online-video-cutter.com)	whole_screen	223905	0	2031	156	66	436	13	143569	83	whole_screen		2,58851	4160	3	143536	0				
Recording209	Barney	Barney_trials67-72	b02-constr	1	b02-constr	whole_screen	5662	114972	4066	290	67	917	14	427	200	whole_screen	whole_screen	4,38418	5235	1	427	7				
Recording209	Barney	Barney_trials67-72	b05-constr	1	b05-constr	whole_screen	5612	149525	5178	863	67	3967	6	0	612	whole_screen	whole_screen	3,88152	5612	1	0	1				
Recording209	Barney	Barney_trials67-72	b08-dilating	1	b08-dilating	whole_screen	5595	126179	1100	275	67	550	4	665	400	whole_screen		3,99411	1351	2	632	1				
Recording209	Barney	Barney_trials67-72	b15-constr	1	b15-constr	whole_screen	5429	175003	5296	1324	80	4783	4	0	80	whole_screen	whole_screen	4,17741	5429	1	0	3				
Recording209	Barney	Barney_trials67-72	d13-dilating	1	d13-dilating	whole_screen	5612	138318	3295	412	101	917	8	95	101	whole_screen		3,67153	4708	1	95	1				
Recording209	Barney	Barney_trials67-72	grey_screen	1	grey_screen	whole_screen	4663	107961	4396	879	83	2150	5	0	118	whole_screen	whole_screen	3,9282	4663	1	0	2				
Recording209	Barney	Barney_trials67-72	grey_screen	2	grey_screen	whole_screen	4563	120634	2472	412	51	825	6	0	51	whole_screen	whole_screen	3,91999	4013	2	0	0				
Recording209	Barney	Barney_trials67-72	grey_screen	3	grey_screen	whole_screen	4613	131774	3267	3267	3267	3267	1	1104	3267	whole_screen		4,17151	3317	1	1054	0				
Recording209	Barney	Barney_trials67-72	grey_screen	4	grey_screen	whole_screen	4663	143930	3955	3955	3955	3955	1	707	3955	whole_screen	whole_screen	3,58268	4022	1	640	0				
Recording209	Barney	Barney_trials67-72	grey_screen	5	grey_screen	whole_screen	4596	155137	3113	519	67	2167	6	0	2167	whole_screen	whole_screen	3,90388	3580	2	0	1				
Recording209	Barney	Barney_trials67-72	grey_screen	6	grey_screen	whole_screen	4563	166344	2671	2671	2671	2671	1	0	2671	whole_screen		3,82904	2671	1	0	0				
Recording209	Barney	Barney_trials67-72	h10-constr	1	h10-constr	whole_screen	5645	160699	3901	3901	3901	3901	1	1744	3901	whole_screen	whole_screen	3,87016	3936	1	1710	0				
Recording209	Barney	Barney_trials67-72	Entire Recording	1	b02-constr,b05-constr,b08-dilating,b15-constr,Bunny_eating (online-video-cutter.com),d13-dilating,grey_screen,h10-constr,Kitten meowing to attract cats,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com),nel pollaio con oche anatre germane , anatre mute galli galline tacchini e faraone (online-video-cutter.com),Our pet pheasant (online-video-cutter.com),Rabbit sounds	whole_screen	180667	0	4066	290	67	917	14	115399	200	whole_screen		4,38418	5235	1	115399	7				
Recording209	Barney	Barney_trials67-72	Entire Recording	1	b02-constr,b05-constr,b08-dilating,b15-constr,Bunny_eating (online-video-cutter.com),d13-dilating,grey_screen,h10-constr,Kitten meowing to attract cats,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com),nel pollaio con oche anatre germane , anatre mute galli galline tacchini e faraone (online-video-cutter.com),Our pet pheasant (online-video-cutter.com),Rabbit sounds	whole_screen	180667	0	1100	275	67	550	4	126844	400	whole_screen		3,99411	1351	2	126810	1		131761		351,88
Recording209	Barney	Barney_trials67-72	Entire Recording	1	b02-constr,b05-constr,b08-dilating,b15-constr,Bunny_eating (online-video-cutter.com),d13-dilating,grey_screen,h10-constr,Kitten meowing to attract cats,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com),nel pollaio con oche anatre germane , anatre mute galli galline tacchini e faraone (online-video-cutter.com),Our pet pheasant (online-video-cutter.com),Rabbit sounds	whole_screen	180667	0	5178	863	67	3967	6	149525	612	whole_screen		3,88152	5612	1	149525	1				
Recording209	Barney	Barney_trials67-72	Entire Recording	1	b02-constr,b05-constr,b08-dilating,b15-constr,Bunny_eating (online-video-cutter.com),d13-dilating,grey_screen,h10-constr,Kitten meowing to attract cats,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com),nel pollaio con oche anatre germane , anatre mute galli galline tacchini e faraone (online-video-cutter.com),Our pet pheasant (online-video-cutter.com),Rabbit sounds	whole_screen	180667	0	19874	994	51	3955	20	107961	118	whole_screen		3,88131	22265	8	107961	3				
Recording209	Barney	Barney_trials67-72	Entire Recording	1	b02-constr,b05-constr,b08-dilating,b15-constr,Bunny_eating (online-video-cutter.com),d13-dilating,grey_screen,h10-constr,Kitten meowing to attract cats,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com),nel pollaio con oche anatre germane , anatre mute galli galline tacchini e faraone (online-video-cutter.com),Our pet pheasant (online-video-cutter.com),Rabbit sounds	whole_screen	180667	0	5296	1324	80	4783	4	175003	80	whole_screen		4,17741	5429	1	175003	3				
Recording209	Barney	Barney_trials67-72	Entire Recording	1	b02-constr,b05-constr,b08-dilating,b15-constr,Bunny_eating (online-video-cutter.com),d13-dilating,grey_screen,h10-constr,Kitten meowing to attract cats,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com),nel pollaio con oche anatre germane , anatre mute galli galline tacchini e faraone (online-video-cutter.com),Our pet pheasant (online-video-cutter.com),Rabbit sounds	whole_screen	180667	0	3295	412	101	917	8	138413	101	whole_screen		3,67153	4708	1	138413	1				
Recording209	Barney	Barney_trials67-72	Entire Recording	1	b02-constr,b05-constr,b08-dilating,b15-constr,Bunny_eating (online-video-cutter.com),d13-dilating,grey_screen,h10-constr,Kitten meowing to attract cats,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com),nel pollaio con oche anatre germane , anatre mute galli galline tacchini e faraone (online-video-cutter.com),Our pet pheasant (online-video-cutter.com),Rabbit sounds	whole_screen	180667	0	3901	3901	3901	3901	1	162443	3901	whole_screen		3,87016	3936	1	162408	0				
Recording148	kaije	Kaije_trials-94-96 	grey_screen	1	grey_screen	whole_screen	5162	146892	946	237	83	696	4	0	696	whole_screen		4,24214	1063	1	0	2				
Recording148	kaije	Kaije_trials-94-96 	grey_screen	2	grey_screen	whole_screen	4596	174851	650	108	83	133	6	743	100	whole_screen		4,7117	3404	1	726	1				
Recording148	kaije	Kaije_trials-94-96 	grey_screen	3	grey_screen	whole_screen	4546	196682	1187	108	67	333	11	693	67	whole_screen	whole_screen	4,42306	3870	1	676	3				
Recording148	kaije	Kaije_trials-94-96 	h06-constr	1	h06-constr	whole_screen	5628	169222	2421	151	37	317	16	0	37	whole_screen		4,73619	5338	1	0	3				
Recording148	kaije	Kaije_trials-94-96 	h08-constr	1	h08-constr	whole_screen	5612	191070	1008	336	68	857	3	0	857	whole_screen		4,42787	1629	1	0	0				
Recording148	kaije	Kaije_trials-94-96 	h12-constr	1	h12-constr	whole_screen	5529	235098	5145	643	101	1700	8	0	101	whole_screen	whole_screen	4,0097	5529	1	0	2				
Recording148	kaije	Kaije_trials-94-96 	Entire Recording	1	2023-08-19 17.27.58 3172889463443954951_3057206773,grey_screen,h06-constr,h08-constr,h12-constr,Squirrel alarm call,wild baby bunnies (online-video-cutter.com)	whole_screen	240828	0	2421	151	37	317	16	169222	37	whole_screen		4,73619	5338	1	169222	3				
Recording148	kaije	Kaije_trials-94-96 	Entire Recording	1	2023-08-19 17.27.58 3172889463443954951_3057206773,grey_screen,h06-constr,h08-constr,h12-constr,Squirrel alarm call,wild baby bunnies (online-video-cutter.com)	whole_screen	240828	0	2784	133	67	696	21	146892	696	whole_screen		4,42872	8336	3	146892	6				
Recording148	kaije	Kaije_trials-94-96 	Entire Recording	1	2023-08-19 17.27.58 3172889463443954951_3057206773,grey_screen,h06-constr,h08-constr,h12-constr,Squirrel alarm call,wild baby bunnies (online-video-cutter.com)	whole_screen	240828	0	5145	643	101	1700	8	235098	101	whole_screen		4,0097	5529	1	235098	2				
Recording148	kaije	Kaije_trials-94-96 	Entire Recording	1	2023-08-19 17.27.58 3172889463443954951_3057206773,grey_screen,h06-constr,h08-constr,h12-constr,Squirrel alarm call,wild baby bunnies (online-video-cutter.com)	whole_screen	240828	0	1008	336	68	857	3	191070	857	whole_screen		4,42787	1629	1	191070	0				
Recording93	jazz	Jazz_trials19- 24	b04-dilating	1	b04-dilating	whole_screen	5578	205150	0				0						0	0		0				
Recording93	jazz	Jazz_trials19- 24	b12-dilating	1	b12-dilating	whole_screen	5595	225282	0				0						0	0		0				
Recording93	jazz	Jazz_trials19- 24	grey_screen	1	grey_screen	whole_screen	4579	193193	0				0						0	0		0				
Recording93	jazz	Jazz_trials19- 24	grey_screen	2	grey_screen	whole_screen	4796	210728	0				0						0	0		0				
Recording93	jazz	Jazz_trials19- 24	grey_screen	3	grey_screen	whole_screen	4663	230877	0				0						0	0		0				
Recording93	jazz	Jazz_trials19- 24	grey_screen	4	grey_screen	whole_screen	4580	246347	0				0						0	0		0				
Recording93	jazz	Jazz_trials19- 24	grey_screen	5	grey_screen	whole_screen	4180	262816	0				0						0	0		0				
Recording93	jazz	Jazz_trials19- 24	h01-constr	1	h01-constr	whole_screen	5612	240735	83	83	83	83	1	330	83	whole_screen		2,98895	117	1	297	0				
Recording93	jazz	Jazz_trials19- 24	h05-constr	1	h05-constr	whole_screen	5629	257187	0				0						0	0		0				
Recording93	jazz	Jazz_trials19- 24	Entire Recording	1	b04-dilating,b12-dilating,Corgi Snow Tunnel (online-video-cutter.com),dog_puppy_barking,grey_screen,h01-constr,h05-constr,Happy guinea pigs wheeking and squeaking! (online-video-cutter.com),Rabbit sounds	whole_screen	267390	0	0				0			whole_screen			0	0		0				
Recording93	jazz	Jazz_trials19- 24	Entire Recording	1	b04-dilating,b12-dilating,Corgi Snow Tunnel (online-video-cutter.com),dog_puppy_barking,grey_screen,h01-constr,h05-constr,Happy guinea pigs wheeking and squeaking! (online-video-cutter.com),Rabbit sounds	whole_screen	267390	0	0				0			whole_screen			0	0		0				
Recording93	jazz	Jazz_trials19- 24	Entire Recording	1	b04-dilating,b12-dilating,Corgi Snow Tunnel (online-video-cutter.com),dog_puppy_barking,grey_screen,h01-constr,h05-constr,Happy guinea pigs wheeking and squeaking! (online-video-cutter.com),Rabbit sounds	whole_screen	267390	0	83	83	83	83	1	241065	83	whole_screen		2,98895	117	1	241032	0				
Recording93	jazz	Jazz_trials19- 24	Entire Recording	1	b04-dilating,b12-dilating,Corgi Snow Tunnel (online-video-cutter.com),dog_puppy_barking,grey_screen,h01-constr,h05-constr,Happy guinea pigs wheeking and squeaking! (online-video-cutter.com),Rabbit sounds	whole_screen	267390	0	0				0			whole_screen			0	0		0				
