Recording	Participant	Timeline	TOI	Interval	Media	AOI	Duration_of_interval	Start_of_interval	Total_duration_of_fixations	Average_duration_of_fixations	Minimum_duration_of_fixations	Maximum_duration_of_fixations	Number_of_fixations	Time_to_first_fixation	Duration_of_first_fixation	Last_AOI_viewed	AOI_at_interval_end	Average_pupil_diameter	Total_duration_of_Glances	Number_of_Glances	Time_to_first_Glance	Number_of_saccades_in_AOI	Time_to_entry_saccade	Time_to_exit_saccade	Peak_velocity_of_entry_saccade	Peak_velocity_of_exit_saccade
Recording339	Messi	Messi_rep2_h12d-d07c-h14c-b00c-b02d-b01d	grey_screen	2	grey_screen	whole_screen	4629	34255	974	487	22	951	2	3605	951	whole_screen	whole_screen	3,41882	1024	1	3605	0				
Recording339	Messi	Messi_rep2_h12d-d07c-h14c-b00c-b02d-b01d	grey_screen	3	grey_screen	whole_screen	4613	49126	1807	151	38	533	12	0	72	whole_screen	whole_screen	3,4936	4613	1	0	3				
Recording339	Messi	Messi_rep2_h12d-d07c-h14c-b00c-b02d-b01d	grey_screen	4	grey_screen	whole_screen	4596	60249	2154	431	5	1147	5	0	5	whole_screen		3,80655	2959	1	0	2				
Recording339	Messi	Messi_rep2_h12d-d07c-h14c-b00c-b02d-b01d	grey_screen	5	grey_screen	whole_screen	4579	72139	695	139	70	266	5	353	83	whole_screen		3,91178	1832	2	320	0				
Recording339	Messi	Messi_rep2_h12d-d07c-h14c-b00c-b02d-b01d	grey_screen	6	grey_screen	whole_screen	4563	90473	3035	179	2	467	17	0	2	whole_screen		4,02143	4052	1	0	6				
Recording339	Messi	Messi_rep2_h12d-d07c-h14c-b00c-b02d-b01d	h12-dilating	1	h12-dilating	whole_screen	5578	28677	2575	368	68	1200	7	268	183	whole_screen		3,43007	4077	2	201	0				
Recording339	Messi	Messi_rep2_h12d-d07c-h14c-b00c-b02d-b01d	h14-constr	1	h14-constr	whole_screen	5612	54638	3501	584	117	1483	6	0	596	whole_screen	whole_screen	3,82916	5612	1	0	1				
Recording339	Messi	Messi_rep2_h12d-d07c-h14c-b00c-b02d-b01d	Entire Recording	1	ASMR Dog Mukbang Pitbull Eating Raw Foods,b00-constr,b01-dilating,b02-dilating,Bunny_eating (online-video-cutter.com),d07-constr,grey_screen,h12-dilating,h14-constr,Kanji The Parrot makes squeak toy noise when squeezed,snow_cat,wild baby bunnies (online-video-cutter.com)	whole_screen	102229	0	1514	151	67	387	10	97111	100	whole_screen		3,81711	4877	1	97094	1				
Recording339	Messi	Messi_rep2_h12d-d07c-h14c-b00c-b02d-b01d	Entire Recording	1	ASMR Dog Mukbang Pitbull Eating Raw Foods,b00-constr,b01-dilating,b02-dilating,Bunny_eating (online-video-cutter.com),d07-constr,grey_screen,h12-dilating,h14-constr,Kanji The Parrot makes squeak toy noise when squeezed,snow_cat,wild baby bunnies (online-video-cutter.com)	whole_screen	102229	0	2953	227	67	901	13	84861	118	whole_screen		3,65865	5612	1	84861	4				
Recording339	Messi	Messi_rep2_h12d-d07c-h14c-b00c-b02d-b01d	Entire Recording	1	ASMR Dog Mukbang Pitbull Eating Raw Foods,b00-constr,b01-dilating,b02-dilating,Bunny_eating (online-video-cutter.com),d07-constr,grey_screen,h12-dilating,h14-constr,Kanji The Parrot makes squeak toy noise when squeezed,snow_cat,wild baby bunnies (online-video-cutter.com)	whole_screen	102229	0	1695	154	67	426	11	67506	103	whole_screen		3,79011	4603	1	67506	1				
Recording339	Messi	Messi_rep2_h12d-d07c-h14c-b00c-b02d-b01d	Entire Recording	1	ASMR Dog Mukbang Pitbull Eating Raw Foods,b00-constr,b01-dilating,b02-dilating,Bunny_eating (online-video-cutter.com),d07-constr,grey_screen,h12-dilating,h14-constr,Kanji The Parrot makes squeak toy noise when squeezed,snow_cat,wild baby bunnies (online-video-cutter.com)	whole_screen	102229	0	11764	235	2	1147	50	22632	66	whole_screen		3,71241	19592	7	22632	12				
Recording339	Messi	Messi_rep2_h12d-d07c-h14c-b00c-b02d-b01d	Entire Recording	1	ASMR Dog Mukbang Pitbull Eating Raw Foods,b00-constr,b01-dilating,b02-dilating,Bunny_eating (online-video-cutter.com),d07-constr,grey_screen,h12-dilating,h14-constr,Kanji The Parrot makes squeak toy noise when squeezed,snow_cat,wild baby bunnies (online-video-cutter.com)	whole_screen	102229	0	3501	584	117	1483	6	54638	596	whole_screen		3,82916	5612	1	54638	1				
Recording339	Messi	Messi_rep2_h12d-d07c-h14c-b00c-b02d-b01d	Entire Recording	1	ASMR Dog Mukbang Pitbull Eating Raw Foods,b00-constr,b01-dilating,b02-dilating,Bunny_eating (online-video-cutter.com),d07-constr,grey_screen,h12-dilating,h14-constr,Kanji The Parrot makes squeak toy noise when squeezed,snow_cat,wild baby bunnies (online-video-cutter.com)	whole_screen	102229	0	2575	368	68	1200	7	28945	183	whole_screen		3,43007	4077	2	28878	0				
Recording339	Messi	Messi_rep2_h12d-d07c-h14c-b00c-b02d-b01d	Entire Recording	1	ASMR Dog Mukbang Pitbull Eating Raw Foods,b00-constr,b01-dilating,b02-dilating,Bunny_eating (online-video-cutter.com),d07-constr,grey_screen,h12-dilating,h14-constr,Kanji The Parrot makes squeak toy noise when squeezed,snow_cat,wild baby bunnies (online-video-cutter.com)	whole_screen	102229	0	1457	243	11	933	6	43531	41	whole_screen		3,57556	5595	1	43531	0				
Recording278	Noodle	Noodle_trials34-36 	b13-dilating	1	b13-dilating	whole_screen	5412	120909	2236	224	67	833	10	0	99	whole_screen		2,87844	4526	1	0	1				
Recording278	Noodle	Noodle_trials34-36 	d01-dilating	1	d01-dilating	whole_screen	5562	109652	1836	306	102	705	6	598	358	whole_screen		3,06009	4863	1	564	0				
Recording278	Noodle	Noodle_trials34-36 	grey_screen	1	grey_screen	whole_screen	5129	83924	1686	421	87	994	4	459	504	whole_screen		2,93892	4411	1	424	0				
Recording278	Noodle	Noodle_trials34-36 	grey_screen	2	grey_screen	whole_screen	4596	101992	1301	217	100	330	6	1562	201	whole_screen	whole_screen	2,99489	3034	1	1562	1				
Recording278	Noodle	Noodle_trials34-36 	grey_screen	3	grey_screen	whole_screen	4546	115214	2836	473	84	1645	6	431	100	whole_screen		2,96101	3913	1	398	2				
Recording278	Noodle	Noodle_trials34-36 	h04-constr	1	h04-constr	whole_screen	5612	96380	3591	257	69	1043	14	26	1043	whole_screen		3,86081	5270	1	0	4				
Recording278	Noodle	Noodle_trials34-36 	Entire Recording	1	b13-dilating,d01-dilating,grey_screen,h04-constr,Hares Play Hard To Get _ Animal All-Stars (online-video-cutter.com),snow_cat,wild baby bunnies (online-video-cutter.com)	whole_screen	126532	0	3591	257	69	1043	14	96407	1043	whole_screen		3,86081	5278	1	96372	4				
Recording278	Noodle	Noodle_trials34-36 	Entire Recording	1	b13-dilating,d01-dilating,grey_screen,h04-constr,Hares Play Hard To Get _ Animal All-Stars (online-video-cutter.com),snow_cat,wild baby bunnies (online-video-cutter.com)	whole_screen	126532	0	2236	224	67	833	10	120909	99	whole_screen		2,87844	4526	1	120909	1				
Recording278	Noodle	Noodle_trials34-36 	Entire Recording	1	b13-dilating,d01-dilating,grey_screen,h04-constr,Hares Play Hard To Get _ Animal All-Stars (online-video-cutter.com),snow_cat,wild baby bunnies (online-video-cutter.com)	whole_screen	126532	0	5823	364	84	1645	16	84383	504	whole_screen		2,96226	11358	3	84349	3				
Recording278	Noodle	Noodle_trials34-36 	Entire Recording	1	b13-dilating,d01-dilating,grey_screen,h04-constr,Hares Play Hard To Get _ Animal All-Stars (online-video-cutter.com),snow_cat,wild baby bunnies (online-video-cutter.com)	whole_screen	126532	0	1836	306	102	705	6	110250	358	whole_screen		3,06009	4863	1	110216	0				
Recording258	kaije	Kaije_trials4-6	b04-dilating	1	b04-dilating	whole_screen	5562	256338	0				0						0	0		0				
Recording258	kaije	Kaije_trials4-6	b05-dilating	1	b05-dilating	whole_screen	5529	287544	433	144	72	260	3	4439	100	whole_screen		3,01034	804	1	4422	1				
Recording258	kaije	Kaije_trials4-6	d15-dilating	1	d15-dilating	whole_screen	5595	234574	0				0						0	0		0				
Recording258	kaije	Kaije_trials4-6	grey_screen	1	grey_screen	whole_screen	4613	195941	155	77	54	101	2	3291	101	whole_screen	whole_screen	2,99861	1358	1	3255	0				
Recording258	kaije	Kaije_trials4-6	grey_screen	2	grey_screen	whole_screen	4596	240169	0				0						0	0		0				
Recording258	kaije	Kaije_trials4-6	grey_screen	3	grey_screen	whole_screen	4546	261900	0				0						0	0		0				
Recording258	kaije	Kaije_trials4-6	Entire Recording	1	b04-dilating,b05-dilating,d15-dilating,grey_screen,Male Duck “Quacking”,Our pet pheasant (online-video-cutter.com),Squirrel alarm call	whole_screen	293338	0	0				0			whole_screen			0	0		0				
Recording258	kaije	Kaije_trials4-6	Entire Recording	1	b04-dilating,b05-dilating,d15-dilating,grey_screen,Male Duck “Quacking”,Our pet pheasant (online-video-cutter.com),Squirrel alarm call	whole_screen	293338	0	0				0			whole_screen			0	0		0				
Recording258	kaije	Kaije_trials4-6	Entire Recording	1	b04-dilating,b05-dilating,d15-dilating,grey_screen,Male Duck “Quacking”,Our pet pheasant (online-video-cutter.com),Squirrel alarm call	whole_screen	293338	0	433	144	72	260	3	291983	100	whole_screen		3,01034	804	1	291967	1				
Recording258	kaije	Kaije_trials4-6	Entire Recording	1	b04-dilating,b05-dilating,d15-dilating,grey_screen,Male Duck “Quacking”,Our pet pheasant (online-video-cutter.com),Squirrel alarm call	whole_screen	293338	0	155	77	54	101	2	199232	101	whole_screen		2,99861	1358	1	199196	0				
Recording290	Barney	Barney_rep1_d15c-d14c-d04d-b07d-h03c-d04c	b07-dilating	1	b07-dilating	whole_screen	5578	259812	3510	319	67	1077	11	601	167	whole_screen	whole_screen	2,7437	5027	1	551	4				
Recording290	Barney	Barney_rep1_d15c-d14c-d04d-b07d-h03c-d04c	d04-constr	1	d04-constr	whole_screen	5445	299195	3575	447	67	1772	8	66	67	whole_screen	whole_screen	2,59664	5396	1	50	0				
Recording290	Barney	Barney_rep1_d15c-d14c-d04d-b07d-h03c-d04c	d04-dilating	1	d04-dilating	whole_screen	5612	247623	3807	381	83	1657	10	39	83	whole_screen	whole_screen	2,65269	5589	1	22	1				
Recording290	Barney	Barney_rep1_d15c-d14c-d04d-b07d-h03c-d04c	d14-constr	1	d14-constr	whole_screen	5612	228240	182	91	65	117	2	0	65	whole_screen		2,4477	232	1	0	0				
Recording290	Barney	Barney_rep1_d15c-d14c-d04d-b07d-h03c-d04c	d15-constr	1	d15-constr	whole_screen	5613	215617	4746	593	66	1850	8	33	117	whole_screen	whole_screen	2,62003	5613	1	0	3				
Recording290	Barney	Barney_rep1_d15c-d14c-d04d-b07d-h03c-d04c	grey_screen	1	grey_screen	whole_screen	5062	199532	0				0						0	0		0				
Recording290	Barney	Barney_rep1_d15c-d14c-d04d-b07d-h03c-d04c	grey_screen	2	grey_screen	whole_screen	4612	221229	2388	398	67	850	6	0	154	whole_screen		2,57701	2538	2	0	4		1804		379,64
Recording290	Barney	Barney_rep1_d15c-d14c-d04d-b07d-h03c-d04c	grey_screen	3	grey_screen	whole_screen	4596	233852	0				0						0	0		0				
Recording290	Barney	Barney_rep1_d15c-d14c-d04d-b07d-h03c-d04c	grey_screen	4	grey_screen	whole_screen	4613	253235	843	211	100	443	4	0	443	whole_screen		2,64992	993	1	0	3				
Recording290	Barney	Barney_rep1_d15c-d14c-d04d-b07d-h03c-d04c	grey_screen	5	grey_screen	whole_screen	4596	265391	2309	257	67	650	9	0	307	whole_screen	whole_screen	2,67847	3029	3	0	4	2898	2748	31,9	100,91
Recording290	Barney	Barney_rep1_d15c-d14c-d04d-b07d-h03c-d04c	grey_screen	6	grey_screen	whole_screen	4613	294582	1303	217	83	833	6	50	117	whole_screen		2,51394	1855	3	33	1				
Recording290	Barney	Barney_rep1_d15c-d14c-d04d-b07d-h03c-d04c	h03-constr	1	h03-constr	whole_screen	5645	274932	194	97	94	100	2	0	94	whole_screen		2,63592	310	1	0	0				
Recording290	Barney	Barney_rep1_d15c-d14c-d04d-b07d-h03c-d04c	Entire Recording	1	b07-dilating,Bunny_eating (online-video-cutter.com),d04-constr,d04-dilating,d14-constr,d15-constr,dog_fed,grey_screen,h03-constr,Kanji The Parrot makes squeak toy noise when squeezed,Our pet pheasant (online-video-cutter.com),snow_cat	whole_screen	304841	0	182	91	65	117	2	228240	65	whole_screen		2,4477	232	1	228240	0				
Recording290	Barney	Barney_rep1_d15c-d14c-d04d-b07d-h03c-d04c	Entire Recording	1	b07-dilating,Bunny_eating (online-video-cutter.com),d04-constr,d04-dilating,d14-constr,d15-constr,dog_fed,grey_screen,h03-constr,Kanji The Parrot makes squeak toy noise when squeezed,Our pet pheasant (online-video-cutter.com),snow_cat	whole_screen	304841	0	4746	593	66	1850	8	215650	117	whole_screen		2,62003	5630	1	215600	3				
Recording290	Barney	Barney_rep1_d15c-d14c-d04d-b07d-h03c-d04c	Entire Recording	1	b07-dilating,Bunny_eating (online-video-cutter.com),d04-constr,d04-dilating,d14-constr,d15-constr,dog_fed,grey_screen,h03-constr,Kanji The Parrot makes squeak toy noise when squeezed,Our pet pheasant (online-video-cutter.com),snow_cat	whole_screen	304841	0	3807	381	83	1657	10	247662	83	whole_screen		2,65269	5589	1	247645	1				
Recording290	Barney	Barney_rep1_d15c-d14c-d04d-b07d-h03c-d04c	Entire Recording	1	b07-dilating,Bunny_eating (online-video-cutter.com),d04-constr,d04-dilating,d14-constr,d15-constr,dog_fed,grey_screen,h03-constr,Kanji The Parrot makes squeak toy noise when squeezed,Our pet pheasant (online-video-cutter.com),snow_cat	whole_screen	304841	0	3575	447	67	1772	8	299261	67	whole_screen		2,59664	5396	1	299244	0				
Recording290	Barney	Barney_rep1_d15c-d14c-d04d-b07d-h03c-d04c	Entire Recording	1	b07-dilating,Bunny_eating (online-video-cutter.com),d04-constr,d04-dilating,d14-constr,d15-constr,dog_fed,grey_screen,h03-constr,Kanji The Parrot makes squeak toy noise when squeezed,Our pet pheasant (online-video-cutter.com),snow_cat	whole_screen	304841	0	6843	274	67	850	25	221229	154	whole_screen		2,60823	8415	9	221229	12	268289	223034	31,9	379,64
Recording290	Barney	Barney_rep1_d15c-d14c-d04d-b07d-h03c-d04c	Entire Recording	1	b07-dilating,Bunny_eating (online-video-cutter.com),d04-constr,d04-dilating,d14-constr,d15-constr,dog_fed,grey_screen,h03-constr,Kanji The Parrot makes squeak toy noise when squeezed,Our pet pheasant (online-video-cutter.com),snow_cat	whole_screen	304841	0	3510	319	67	1077	11	260414	167	whole_screen		2,7437	5027	1	260364	4				
Recording290	Barney	Barney_rep1_d15c-d14c-d04d-b07d-h03c-d04c	Entire Recording	1	b07-dilating,Bunny_eating (online-video-cutter.com),d04-constr,d04-dilating,d14-constr,d15-constr,dog_fed,grey_screen,h03-constr,Kanji The Parrot makes squeak toy noise when squeezed,Our pet pheasant (online-video-cutter.com),snow_cat	whole_screen	304841	0	194	97	94	100	2	274932	94	whole_screen		2,63592	310	1	274932	0				
Recording298	Barney	Barney_rep5_b13d-d06d-h15c-b06d-b12c-b15d	b06-dilating	1	b06-dilating	whole_screen	5578	71623	3963	793	117	2750	5	0	845	whole_screen		2,63943	4412	1	0	0				
Recording298	Barney	Barney_rep5_b13d-d06d-h15c-b06d-b12c-b15d	b12-constr	1	b12-constr	whole_screen	5612	82763	3572	357	99	1191	10	0	1191	whole_screen	whole_screen	2,45434	5162	2	0	3				
Recording298	Barney	Barney_rep5_b13d-d06d-h15c-b06d-b12c-b15d	b13-dilating	1	b13-dilating	whole_screen	5612	32324	3360	210	67	617	16	0	387	whole_screen	whole_screen	2,55386	5612	1	0	3				
Recording298	Barney	Barney_rep5_b13d-d06d-h15c-b06d-b12c-b15d	b15-dilating	1	b15-dilating	whole_screen	5429	94403	4200	323	67	1350	13	529	233	whole_screen	whole_screen	2,44008	4916	1	512	7				
Recording298	Barney	Barney_rep5_b13d-d06d-h15c-b06d-b12c-b15d	d06-dilating	1	d06-dilating	whole_screen	5562	46245	5278	1320	471	2883	4	0	557	whole_screen	whole_screen	2,73453	5562	1	0	1				
Recording298	Barney	Barney_rep5_b13d-d06d-h15c-b06d-b12c-b15d	grey_screen	1	grey_screen	whole_screen	5145	21983	4721	944	34	1967	5	0	68	whole_screen	whole_screen	2,5834	5145	1	0	3				
Recording298	Barney	Barney_rep5_b13d-d06d-h15c-b06d-b12c-b15d	grey_screen	2	grey_screen	whole_screen	4596	37936	2605	434	67	738	6	0	738	whole_screen		2,49971	3105	1	0	3				
Recording298	Barney	Barney_rep5_b13d-d06d-h15c-b06d-b12c-b15d	grey_screen	3	grey_screen	whole_screen	4613	51807	4230	529	100	1450	8	0	629	whole_screen	whole_screen	2,59883	4613	1	0	7				
Recording298	Barney	Barney_rep5_b13d-d06d-h15c-b06d-b12c-b15d	grey_screen	4	grey_screen	whole_screen	4613	64646	4179	836	200	1883	5	0	1239	whole_screen	whole_screen	2,57405	4613	1	0	2				
Recording298	Barney	Barney_rep5_b13d-d06d-h15c-b06d-b12c-b15d	grey_screen	5	grey_screen	whole_screen	4613	77201	3432	381	60	2236	9	702	253	whole_screen	whole_screen	2,53151	3910	1	702	6				
Recording298	Barney	Barney_rep5_b13d-d06d-h15c-b06d-b12c-b15d	grey_screen	6	grey_screen	whole_screen	4596	88375	4528	1509	737	2110	3	0	737	whole_screen	whole_screen	2,57318	4596	1	0	0				
Recording298	Barney	Barney_rep5_b13d-d06d-h15c-b06d-b12c-b15d	h15-constr	1	h15-constr	whole_screen	5612	59034	4213	263	67	2127	16	0	218	whole_screen	whole_screen	2,58433	5612	1	0	6				
Recording298	Barney	Barney_rep5_b13d-d06d-h15c-b06d-b12c-b15d	Entire Recording	1	ASMR Dog Mukbang Pitbull Eating Raw Foods,b06-dilating,b12-constr,b13-dilating,b15-dilating,d06-dilating,grey_screen,h15-constr,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com),nel pollaio con oche anatre germane , anatre mute galli galline tacchini e faraone (online-video-cutter.com),Our pet pheasant (online-video-cutter.com),Rabbit sounds	whole_screen	100027	0	3360	210	67	617	16	32324	387	whole_screen		2,55386	5612	1	32324	3				
