Recording	Participant	Timeline	TOI	Interval	Media	AOI	Duration_of_interval	Start_of_interval	Total_duration_of_fixations	Average_duration_of_fixations	Minimum_duration_of_fixations	Maximum_duration_of_fixations	Number_of_fixations	Time_to_first_fixation	Duration_of_first_fixation	Last_AOI_viewed	AOI_at_interval_end	Average_pupil_diameter	Total_duration_of_Visit	Average_duration_of_Visit	Minimum_duration_of_Visit	Maximum_duration_of_Visit	Number_of_Visits	Time_to_first_Visit	Duration_of_first_Visit	Total_duration_of_Glances	Number_of_saccades_in_AOI	Time_to_entry_saccade	Time_to_exit_saccade	Peak_velocity_of_entry_saccade	Peak_velocity_of_exit_saccade
Recording188	Pepe	Pepe_trials37-39 	grey_screen	1	grey_screen	whole_screen	5062	367103	0				0						0				0			0	0				
Recording188	Pepe	Pepe_trials37-39 	grey_screen	2	grey_screen	whole_screen	4596	386952	0				0						0				0			0	0				
Recording188	Pepe	Pepe_trials37-39 	grey_screen	3	grey_screen	whole_screen	4513	407385	0				0						0				0			0	0				
Recording188	Pepe	Pepe_trials37-39 	h02-dilating	1	h02-dilating	whole_screen	5595	401789	0				0						0				0			0	0				
Recording188	Pepe	Pepe_trials37-39 	h03-constr	1	h03-constr	whole_screen	5595	381357	0				0						0				0			0	0				
Recording188	Pepe	Pepe_trials37-39 	Entire Recording	1	A mole digging a hole cauught on camera (online-video-cutter.com),b01-constr,grey_screen,h02-dilating,h03-constr,Hares Play Hard To Get _ Animal All-Stars (online-video-cutter.com),snow_cat	whole_screen	428583	0	0				0						0				0			0	0				
Recording188	Pepe	Pepe_trials37-39 	Entire Recording	1	A mole digging a hole cauught on camera (online-video-cutter.com),b01-constr,grey_screen,h02-dilating,h03-constr,Hares Play Hard To Get _ Animal All-Stars (online-video-cutter.com),snow_cat	whole_screen	428583	0	0				0						0				0			0	0				
Recording188	Pepe	Pepe_trials37-39 	Entire Recording	1	A mole digging a hole cauught on camera (online-video-cutter.com),b01-constr,grey_screen,h02-dilating,h03-constr,Hares Play Hard To Get _ Animal All-Stars (online-video-cutter.com),snow_cat	whole_screen	428583	0	0				0						0				0			0	0				
Recording188	Pepe	Pepe_trials37-39 	Entire Recording	1	A mole digging a hole cauught on camera (online-video-cutter.com),b01-constr,grey_screen,h02-dilating,h03-constr,Hares Play Hard To Get _ Animal All-Stars (online-video-cutter.com),snow_cat	whole_screen	428583	0	0				0						0				0			0	0				
Recording198	Messi	Messi_trials67-69	b11-constr	1	b11-constr	whole_screen	5578	152772	5428	17	5	17	327	0	5	whole_screen	whole_screen	3,41389	5495	1374	67	4217	4	0	788	5495	0				
Recording198	Messi	Messi_trials67-69	b11-dilating	1	b11-dilating	whole_screen	5578	140150	4471	17	1	17	269	0	1	whole_screen		3,30048	4923	615	17	1588	8	0	1401	4923	0				
Recording198	Messi	Messi_trials67-69	b15-dilating	1	b15-dilating	whole_screen	5395	164595	4435	17	1	17	267	0	1	whole_screen		3,44444	4451	297	17	3017	15	0	718	4451	0				
Recording198	Messi	Messi_trials67-69	grey_screen	1	grey_screen	whole_screen	5162	131291	3559	17	8	17	214	0	8	whole_screen		3,18068	3792	223	17	1467	17	0	391	3792	0				
Recording198	Messi	Messi_trials67-69	grey_screen	2	grey_screen	whole_screen	4611	145728	3299	17	15	18	198	12	17	whole_screen	whole_screen	3,42946	3366	224	17	1200	15	12	33	3366	0				
Recording198	Messi	Messi_trials67-69	grey_screen	3	grey_screen	whole_screen	4546	158350	4112	17	1	17	248	0	10	whole_screen	whole_screen	3,41857	4530	2265	886	3643	2	0	3643	4530	0				
Recording198	Messi	Messi_trials67-69	Entire Recording	1	2023-08-19 17.27.58 3172889463443954951_3057206773,A mole digging a hole cauught on camera (online-video-cutter.com),b11-constr,b11-dilating,b15-dilating,grey_screen,nel pollaio con oche anatre germane , anatre mute galli galline tacchini e faraone (online-video-cutter.com)	whole_screen	170192	0	5428	17	5	17	327	152772	5	whole_screen		3,41389	5495	1374	67	4217	4	152772	788	5495	0				
Recording198	Messi	Messi_trials67-69	Entire Recording	1	2023-08-19 17.27.58 3172889463443954951_3057206773,A mole digging a hole cauught on camera (online-video-cutter.com),b11-constr,b11-dilating,b15-dilating,grey_screen,nel pollaio con oche anatre germane , anatre mute galli galline tacchini e faraone (online-video-cutter.com)	whole_screen	170192	0	4435	17	1	17	267	164595	1	whole_screen		3,44444	4451	297	17	3017	15	164595	718	4451	0				
Recording198	Messi	Messi_trials67-69	Entire Recording	1	2023-08-19 17.27.58 3172889463443954951_3057206773,A mole digging a hole cauught on camera (online-video-cutter.com),b11-constr,b11-dilating,b15-dilating,grey_screen,nel pollaio con oche anatre germane , anatre mute galli galline tacchini e faraone (online-video-cutter.com)	whole_screen	170192	0	10971	17	1	18	660	131291	8	whole_screen		3,34484	11688	344	17	3643	34	131291	391	11688	0				
Recording198	Messi	Messi_trials67-69	Entire Recording	1	2023-08-19 17.27.58 3172889463443954951_3057206773,A mole digging a hole cauught on camera (online-video-cutter.com),b11-constr,b11-dilating,b15-dilating,grey_screen,nel pollaio con oche anatre germane , anatre mute galli galline tacchini e faraone (online-video-cutter.com)	whole_screen	170192	0	4471	17	1	17	269	140150	1	whole_screen		3,30048	4923	615	17	1588	8	140150	1401	4923	0				
Recording159	Noodle	Noodle_trials46-48	b03-dilating	1	b03-dilating	whole_screen	5562	75804	3232	17	1	18	192	0	1	whole_screen		3,08136	5308	2654	1543	3765	2	0	3765	5308	0				
Recording159	Noodle	Noodle_trials46-48	b06-constr	1	b06-constr	whole_screen	5412	109042	2598	17	5	18	157	0	5	whole_screen	whole_screen	3,32784	2648	241	17	1238	11	0	1238	2648	0				
Recording159	Noodle	Noodle_trials46-48	grey_screen	1	grey_screen	whole_screen	4546	68594	3108	17	4	18	183	0	16	whole_screen	whole_screen	3,01685	4343	1086	120	2308	4	0	2308	4343	0				
Recording159	Noodle	Noodle_trials46-48	grey_screen	2	grey_screen	whole_screen	4563	81367	1872	17	9	18	111	68	17	whole_screen		2,95971	3848	1282	83	2668	3	68	83	3848	0				
Recording159	Noodle	Noodle_trials46-48	grey_screen	3	grey_screen	whole_screen	4496	92790	3794	17	9	18	225	0	9	whole_screen		3,04905	4302	860	50	2576	5	0	2576	4302	0				
Recording159	Noodle	Noodle_trials46-48	h06-dilating	1	h06-dilating	whole_screen	5578	87212	3041	17	4	18	181	0	4	whole_screen	whole_screen	3,01443	5217	1043	61	4165	5	0	4165	5217	0				
Recording159	Noodle	Noodle_trials46-48	Entire Recording	1	b03-dilating,b06-constr,dog_fed,grey_screen,h06-dilating,Hares Play Hard To Get _ Animal All-Stars (online-video-cutter.com),Squirrel alarm call	whole_screen	114654	0	2598	17	5	18	157	109042	5	whole_screen		3,32784	2648	241	17	1238	11	109042	1238	2648	0				
Recording159	Noodle	Noodle_trials46-48	Entire Recording	1	b03-dilating,b06-constr,dog_fed,grey_screen,h06-dilating,Hares Play Hard To Get _ Animal All-Stars (online-video-cutter.com),Squirrel alarm call	whole_screen	114654	0	3041	17	4	18	181	87212	4	whole_screen		3,01443	5217	1043	61	4165	5	87212	4165	5217	0				
Recording159	Noodle	Noodle_trials46-48	Entire Recording	1	b03-dilating,b06-constr,dog_fed,grey_screen,h06-dilating,Hares Play Hard To Get _ Animal All-Stars (online-video-cutter.com),Squirrel alarm call	whole_screen	114654	0	8773	17	4	18	519	68594	16	whole_screen		3,01859	12493	1041	50	2668	12	68594	2308	12493	0				
Recording159	Noodle	Noodle_trials46-48	Entire Recording	1	b03-dilating,b06-constr,dog_fed,grey_screen,h06-dilating,Hares Play Hard To Get _ Animal All-Stars (online-video-cutter.com),Squirrel alarm call	whole_screen	114654	0	3232	17	1	18	192	75804	1	whole_screen		3,08136	5308	2654	1543	3765	2	75804	3765	5308	0				
Recording91	jazz	Jazz_trials16-18	b08-constr	1	b08-constr	whole_screen	5628	74523	0				0						0				0			0	0				
Recording91	jazz	Jazz_trials16-18	b12-constr	1	b12-constr	whole_screen	5612	92141	81	16	13	17	5	1160	13	whole_screen		2,4575	81	20	13	34	4	1160	13	81	0				
Recording91	jazz	Jazz_trials16-18	d14-dilating	1	d14-dilating	whole_screen	5412	108460	422	18	17	18	24	712	17	whole_screen		2,14331	860	172	17	558	5	712	17	860	0				
Recording91	jazz	Jazz_trials16-18	grey_screen	1	grey_screen	whole_screen	5129	63799	433	17	17	18	25	493	17	whole_screen		2,82917	1406	128	17	886	11	493	17	1406	0				
Recording91	jazz	Jazz_trials16-18	grey_screen	2	grey_screen	whole_screen	4596	80152	34	17	17	17	2	2134	17	whole_screen		2,45924	34	17	17	17	2	2134	17	34	0				
Recording91	jazz	Jazz_trials16-18	grey_screen	3	grey_screen	whole_screen	4546	97753	428	16	11	17	26	2408	17	whole_screen	whole_screen	2,14937	478	48	17	228	10	2408	17	478	0				
Recording91	jazz	Jazz_trials16-18	Entire Recording	1	b08-constr,b12-constr,Corgi Snow Tunnel (online-video-cutter.com),d14-dilating,dog_puppy_barking,grey_screen,Kitten meowing to attract cats	whole_screen	114087	0	422	18	17	18	24	109172	17	whole_screen		2,14331	860	172	17	558	5	109172	17	860	0				
Recording91	jazz	Jazz_trials16-18	Entire Recording	1	b08-constr,b12-constr,Corgi Snow Tunnel (online-video-cutter.com),d14-dilating,dog_puppy_barking,grey_screen,Kitten meowing to attract cats	whole_screen	114087	0	896	17	11	18	53	64292	17	whole_screen		2,48172	1919	83	17	886	23	64292	17	1919	0				
Recording91	jazz	Jazz_trials16-18	Entire Recording	1	b08-constr,b12-constr,Corgi Snow Tunnel (online-video-cutter.com),d14-dilating,dog_puppy_barking,grey_screen,Kitten meowing to attract cats	whole_screen	114087	0	0				0			whole_screen			0				0			0	0				
Recording91	jazz	Jazz_trials16-18	Entire Recording	1	b08-constr,b12-constr,Corgi Snow Tunnel (online-video-cutter.com),d14-dilating,dog_puppy_barking,grey_screen,Kitten meowing to attract cats	whole_screen	114087	0	81	16	13	17	5	93301	13	whole_screen		2,4575	81	20	13	34	4	93301	13	81	0				
Recording130	Barney	Barney_trials16-18	d00-dilating	1	d00-dilating	whole_screen	5662	142571	3467	17	16	17	208	0	16	whole_screen		4,94662	3950	104	17	601	38	0	82	3950	0				
Recording130	Barney	Barney_trials16-18	d10-dilating	1	d10-dilating	whole_screen	5429	171063	4362	17	4	17	263	0	8	whole_screen	whole_screen	4,71221	4362	97	17	833	45	0	191	4362	0				
Recording130	Barney	Barney_trials16-18	grey_screen	1	grey_screen	whole_screen	4863	127917	1529	17	10	18	92	0	10	whole_screen	whole_screen	4,4902	2776	121	10	1846	23	0	10	2776	0				
Recording130	Barney	Barney_trials16-18	grey_screen	2	grey_screen	whole_screen	4679	148233	2272	17	6	17	137	23	17	whole_screen	whole_screen	4,95633	2272	42	17	167	54	23	150	2272	0				
Recording130	Barney	Barney_trials16-18	grey_screen	3	grey_screen	whole_screen	4513	163753	1803	17	16	18	108	98	17	whole_screen		4,53497	2356	94	16	567	25	98	67	2356	0				
Recording130	Barney	Barney_trials16-18	h15-dilating	1	h15-dilating	whole_screen	5612	158141	3686	17	6	17	221	0	6	whole_screen		4,60987	4202	127	17	1916	33	0	190	4202	0				
Recording130	Barney	Barney_trials16-18	Entire Recording	1	d00-dilating,d10-dilating,grey_screen,h15-dilating,Happy guinea pigs wheeking and squeaking! (online-video-cutter.com),Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com),Rabbit sounds	whole_screen	176698	0	4362	17	4	17	263	171063	8	whole_screen		4,71221	4362	97	17	833	45	171063	191	4362	0				
Recording130	Barney	Barney_trials16-18	Entire Recording	1	d00-dilating,d10-dilating,grey_screen,h15-dilating,Happy guinea pigs wheeking and squeaking! (online-video-cutter.com),Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com),Rabbit sounds	whole_screen	176698	0	3467	17	16	17	208	142571	16	whole_screen		4,94662	3950	104	17	601	38	142571	82	3950	0				
Recording130	Barney	Barney_trials16-18	Entire Recording	1	d00-dilating,d10-dilating,grey_screen,h15-dilating,Happy guinea pigs wheeking and squeaking! (online-video-cutter.com),Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com),Rabbit sounds	whole_screen	176698	0	3686	17	6	17	221	158141	6	whole_screen		4,60987	4202	127	17	1916	33	158141	190	4202	0				
Recording130	Barney	Barney_trials16-18	Entire Recording	1	d00-dilating,d10-dilating,grey_screen,h15-dilating,Happy guinea pigs wheeking and squeaking! (online-video-cutter.com),Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com),Rabbit sounds	whole_screen	176698	0	5604	17	6	18	337	127917	10	whole_screen		4,69326	7403	73	10	1846	102	127917	10	7403	0				
Recording196	Messi	Messi_trials61-63	b07-constr	1	b07-constr	whole_screen	5578	148378	2680	17	7	19	160	0	7	whole_screen		3,03453	4857	971	17	3600	5	0	1074	4857	0				
Recording196	Messi	Messi_trials61-63	b13-constr	1	b13-constr	whole_screen	5579	159918	4755	17	1	18	285	0	1	whole_screen	whole_screen	3,41968	5512	1837	844	3539	3	0	3539	5512	0				
Recording196	Messi	Messi_trials61-63	d13-constr	1	d13-constr	whole_screen	5412	171491	5212	17	13	17	313	0	13	whole_screen	whole_screen	3,3884	5379	2689	1682	3697	2	0	3697	5379	0				
Recording196	Messi	Messi_trials61-63	grey_screen	1	grey_screen	whole_screen	5129	142100	4145	17	11	17	249	0	16	whole_screen	whole_screen	3,12754	5129	5129	5129	5129	1	0	5129	5129	0				
Recording196	Messi	Messi_trials61-63	grey_screen	2	grey_screen	whole_screen	4546	153957	3917	17	1	17	236	29	17	whole_screen	whole_screen	3,17598	4017	502	17	3250	8	29	33	4017	0				
Recording196	Messi	Messi_trials61-63	grey_screen	3	grey_screen	whole_screen	4513	165497	4479	17	5	17	270	0	5	whole_screen	whole_screen	3,38705	4513	4513	4513	4513	1	0	4513	4513	0				
Recording196	Messi	Messi_trials61-63	Entire Recording	1	b07-constr,b13-constr,d13-constr,grey_screen,Kanji The Parrot makes squeak toy noise when squeezed,Male Duck “Quacking”,Squirrel alarm call	whole_screen	177134	0	2680	17	7	19	160	148378	7	whole_screen		3,03453	4857	971	17	3600	5	148378	1074	4857	0				
Recording196	Messi	Messi_trials61-63	Entire Recording	1	b07-constr,b13-constr,d13-constr,grey_screen,Kanji The Parrot makes squeak toy noise when squeezed,Male Duck “Quacking”,Squirrel alarm call	whole_screen	177134	0	12541	17	1	17	755	142100	16	whole_screen		3,23516	13659	1366	17	5129	10	142100	5129	13659	0				
Recording196	Messi	Messi_trials61-63	Entire Recording	1	b07-constr,b13-constr,d13-constr,grey_screen,Kanji The Parrot makes squeak toy noise when squeezed,Male Duck “Quacking”,Squirrel alarm call	whole_screen	177134	0	4755	17	1	18	285	159918	1	whole_screen		3,41968	5512	1837	844	3539	3	159918	3539	5512	0				
Recording196	Messi	Messi_trials61-63	Entire Recording	1	b07-constr,b13-constr,d13-constr,grey_screen,Kanji The Parrot makes squeak toy noise when squeezed,Male Duck “Quacking”,Squirrel alarm call	whole_screen	177134	0	5212	17	13	17	313	171491	13	whole_screen		3,3884	5379	2689	1682	3697	2	171491	3697	5379	0				
Recording174	kaije	Kaije_trials-82-84	b02-dilating	1	b02-dilating	whole_screen	5612	65165	5035	17	1	18	302	0	7	whole_screen	whole_screen	4,12288	5173	1035	213	2824	5	0	2824	5173	0				
Recording174	kaije	Kaije_trials-82-84	d01-constr	1	d01-constr	whole_screen	5578	54025	5578	17	14	17	335	0	14	whole_screen	whole_screen	4,0877	5578	5578	5578	5578	1	0	5578	5578	0				
Recording174	kaije	Kaije_trials-82-84	d11-constr	1	d11-constr	whole_screen	5412	75922	5412	17	4	17	326	0	4	whole_screen	whole_screen	3,95714	5412	5412	5412	5412	1	0	5412	5412	0				
Recording174	kaije	Kaije_trials-82-84	grey_screen	1	grey_screen	whole_screen	4596	48463	4596	17	3	17	277	0	9	whole_screen	whole_screen	4,1582	4596	4596	4596	4596	1	0	4596	4596	0				
Recording174	kaije	Kaije_trials-82-84	grey_screen	2	grey_screen	whole_screen	4613	59603	4613	17	2	17	278	0	2	whole_screen	whole_screen	4,14786	4613	4613	4613	4613	1	0	4613	4613	0				
Recording174	kaije	Kaije_trials-82-84	grey_screen	3	grey_screen	whole_screen	4546	70777	1412	17	13	17	85	0	16	whole_screen	whole_screen	3,62169	1412	471	33	1230	3	0	149	1412	0				
Recording174	kaije	Kaije_trials-82-84	Entire Recording	1	A mole digging a hole cauught on camera (online-video-cutter.com),b02-dilating,d01-constr,d11-constr,grey_screen,Kanji The Parrot makes squeak toy noise when squeezed,nel pollaio con oche anatre germane , anatre mute galli galline tacchini e faraone (online-video-cutter.com)	whole_screen	81566	0	5035	17	1	18	302	65165	7	whole_screen		4,12288	5173	1035	213	2824	5	65165	2824	5173	0				
Recording174	kaije	Kaije_trials-82-84	Entire Recording	1	A mole digging a hole cauught on camera (online-video-cutter.com),b02-dilating,d01-constr,d11-constr,grey_screen,Kanji The Parrot makes squeak toy noise when squeezed,nel pollaio con oche anatre germane , anatre mute galli galline tacchini e faraone (online-video-cutter.com)	whole_screen	81566	0	5578	17	14	17	335	54025	14	whole_screen		4,0877	5578	5578	5578	5578	1	54025	5578	5578	0				
Recording174	kaije	Kaije_trials-82-84	Entire Recording	1	A mole digging a hole cauught on camera (online-video-cutter.com),b02-dilating,d01-constr,d11-constr,grey_screen,Kanji The Parrot makes squeak toy noise when squeezed,nel pollaio con oche anatre germane , anatre mute galli galline tacchini e faraone (online-video-cutter.com)	whole_screen	81566	0	10621	17	2	17	640	48463	9	whole_screen		4,08223	10621	2124	33	4613	5	48463	4596	10621	0				
Recording174	kaije	Kaije_trials-82-84	Entire Recording	1	A mole digging a hole cauught on camera (online-video-cutter.com),b02-dilating,d01-constr,d11-constr,grey_screen,Kanji The Parrot makes squeak toy noise when squeezed,nel pollaio con oche anatre germane , anatre mute galli galline tacchini e faraone (online-video-cutter.com)	whole_screen	81566	0	5412	17	4	17	326	75922	4	whole_screen		3,95714	5412	5412	5412	5412	1	75922	5412	5412	0				
Recording134	Barney	Barney_trials31-33	d01-constr	1	d01-constr	whole_screen	5728	148783	5156	17	6	17	310	23	17	whole_screen	whole_screen	5,31494	5156	184	6	1517	28	23	483	5156	0				
Recording134	Barney	Barney_trials31-33	grey_screen	1	grey_screen	whole_screen	4596	110083	3600	17	1	17	217	28	17	whole_screen	whole_screen	4,939	3650	130	17	1900	28	28	33	3650	0				
Recording134	Barney	Barney_trials31-33	grey_screen	2	grey_screen	whole_screen	4579	154511	3996	17	2	17	241	0	11	whole_screen	whole_screen	5,44214	4013	129	17	467	31	0	95	4013	0				
Recording134	Barney	Barney_trials31-33	grey_screen	3	grey_screen	whole_screen	4546	176309	2714	17	1	18	164	0	1	whole_screen	whole_screen	5,74805	4166	260	17	1150	16	0	318	4166	0				
Recording134	Barney	Barney_trials31-33	h03-constr	1	h03-constr	whole_screen	5445	199755	2273	17	17	17	136	103	17	whole_screen		5,52008	2290	37	17	300	62	103	51	2290	0				
Recording134	Barney	Barney_trials31-33	h11-dilating	1	h11-dilating	whole_screen	5612	170697	5262	17	12	17	316	0	12	whole_screen	whole_screen	5,35005	5395	674	100	1983	8	0	1512	5395	0				
Recording134	Barney	Barney_trials31-33	Entire Recording	1	d01-constr,grey_screen,h03-constr,h11-dilating,Kanji The Parrot makes squeak toy noise when squeezed,Male Duck “Quacking”,Squirrel alarm call	whole_screen	205413	0	5156	17	6	17	310	148805	17	whole_screen		5,31494	5156	184	6	1517	28	148805	483	5156	0				
Recording134	Barney	Barney_trials31-33	Entire Recording	1	d01-constr,grey_screen,h03-constr,h11-dilating,Kanji The Parrot makes squeak toy noise when squeezed,Male Duck “Quacking”,Squirrel alarm call	whole_screen	205413	0	10311	17	1	18	622	110111	17	whole_screen		5,34712	11829	158	17	1900	75	110111	33	11829	0				
Recording134	Barney	Barney_trials31-33	Entire Recording	1	d01-constr,grey_screen,h03-constr,h11-dilating,Kanji The Parrot makes squeak toy noise when squeezed,Male Duck “Quacking”,Squirrel alarm call	whole_screen	205413	0	5262	17	12	17	316	170697	12	whole_screen		5,35005	5395	674	100	1983	8	170697	1512	5395	0				
Recording134	Barney	Barney_trials31-33	Entire Recording	1	d01-constr,grey_screen,h03-constr,h11-dilating,Kanji The Parrot makes squeak toy noise when squeezed,Male Duck “Quacking”,Squirrel alarm call	whole_screen	205413	0	2273	17	17	17	136	199858	17	whole_screen		5,52008	2290	37	17	300	62	199858	51	2290	0				
Recording51	Noodle	Noodle_trials1-3gs	d03-dilating	1	d03-dilating	whole_screen	5412	120869	3818	17	1	17	230	0	4	whole_screen	whole_screen	3,1883	4359	182	17	1123	24	0	666	4359	0				
Recording51	Noodle	Noodle_trials1-3gs	d14-constr	1	d14-constr	whole_screen	5612	95924	1074	17	7	18	64	755	18	whole_screen	whole_screen	3,21261	2980	596	17	2534	5	755	2534	2980	0				
Recording51	Noodle	Noodle_trials1-3gs	grey_screen	1	grey_screen	whole_screen	5179	85017	1583	17	8	17	95	0	8	whole_screen		3,17669	2576	172	17	721	15	0	721	2576	0				
Recording51	Noodle	Noodle_trials1-3gs	grey_screen	2	grey_screen	whole_screen	4579	101536	632	17	10	17	38	0	10	whole_screen	whole_screen	3,63499	4461	1115	203	3381	4	0	645	4461	0				
Recording51	Noodle	Noodle_trials1-3gs	grey_screen	3	grey_screen	whole_screen	4530	115490	1223	16	3	17	75	1473	9	whole_screen	whole_screen	3,78693	1385	154	17	671	9	1473	124	1385	0				
Recording51	Noodle	Noodle_trials1-3gs	h07-dilating	1	h07-dilating	whole_screen	5578	109912	409	16	9	17	25	0	9	whole_screen		4,09498	426	426	426	426	1	0	426	426	0				
Recording51	Noodle	Noodle_trials1-3gs	Entire Recording	1	d03-dilating,d14-constr,grey_screen,h07-dilating,Kanji The Parrot makes squeak toy noise when squeezed,Male Duck “Quacking”,Squirrel alarm call	whole_screen	126552	0	409	16	9	17	25	109912	9	whole_screen		4,09498	426	426	426	426	1	109912	426	426	0				
Recording51	Noodle	Noodle_trials1-3gs	Entire Recording	1	d03-dilating,d14-constr,grey_screen,h07-dilating,Kanji The Parrot makes squeak toy noise when squeezed,Male Duck “Quacking”,Squirrel alarm call	whole_screen	126552	0	3818	17	1	17	230	120869	4	whole_screen		3,1883	4359	182	17	1123	24	120869	666	4359	0				
Recording51	Noodle	Noodle_trials1-3gs	Entire Recording	1	d03-dilating,d14-constr,grey_screen,h07-dilating,Kanji The Parrot makes squeak toy noise when squeezed,Male Duck “Quacking”,Squirrel alarm call	whole_screen	126552	0	1074	17	7	18	64	96680	18	whole_screen		3,21261	2980	596	17	2534	5	96680	2534	2980	0				
Recording51	Noodle	Noodle_trials1-3gs	Entire Recording	1	d03-dilating,d14-constr,grey_screen,h07-dilating,Kanji The Parrot makes squeak toy noise when squeezed,Male Duck “Quacking”,Squirrel alarm call	whole_screen	126552	0	3438	17	3	17	208	85017	8	whole_screen		3,48044	8422	301	17	3381	28	85017	721	8422	0				
Recording199	Messi	Messi_trials70-72	b02-constr	1	b02-constr	whole_screen	5612	82912	4193	17	9	17	252	0	9	whole_screen	whole_screen	3,49115	4193	839	17	1916	5	0	593	4193	0				
Recording199	Messi	Messi_trials70-72	b07-dilating	1	b07-dilating	whole_screen	5412	111620	3592	17	8	17	216	0	8	whole_screen		3,5851	3626	363	17	2141	10	0	2141	3626	0				
Recording199	Messi	Messi_trials70-72	d00-dilating	1	d00-dilating	whole_screen	5595	96384	3669	17	1	18	221	0	17	whole_screen	whole_screen	3,53682	4494	449	17	1683	10	0	1683	4494	0				
Recording199	Messi	Messi_trials70-72	grey_screen	1	grey_screen	whole_screen	5112	71522	4546	17	4	17	274	0	4	whole_screen	whole_screen	3,40726	4662	583	4	1800	8	0	4	4662	0				
Recording199	Messi	Messi_trials70-72	grey_screen	2	grey_screen	whole_screen	4596	88524	2501	17	0	17	151	0	0	whole_screen		3,53864	2568	367	17	2250	7	0	2250	2568	0				
Recording199	Messi	Messi_trials70-72	grey_screen	3	grey_screen	whole_screen	4596	101979	4446	17	14	17	267	0	16	whole_screen	whole_screen	3,47251	4446	889	17	2249	5	0	2249	4446	0				
Recording199	Messi	Messi_trials70-72	Entire Recording	1	b02-constr,b07-dilating,d00-dilating,grey_screen,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com),Rabbit sounds,Squirrels Just Wanna Have Fun _ America's National Parks (online-video-cutter.com)	whole_screen	117256	0	4193	17	9	17	252	82912	9	whole_screen		3,49115	4193	839	17	1916	5	82912	593	4193	0				
Recording199	Messi	Messi_trials70-72	Entire Recording	1	b02-constr,b07-dilating,d00-dilating,grey_screen,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com),Rabbit sounds,Squirrels Just Wanna Have Fun _ America's National Parks (online-video-cutter.com)	whole_screen	117256	0	3669	17	1	18	221	96384	17	whole_screen		3,53682	4494	449	17	1683	10	96384	1683	4494	0				
Recording199	Messi	Messi_trials70-72	Entire Recording	1	b02-constr,b07-dilating,d00-dilating,grey_screen,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com),Rabbit sounds,Squirrels Just Wanna Have Fun _ America's National Parks (online-video-cutter.com)	whole_screen	117256	0	11493	17	0	17	692	71522	4	whole_screen		3,46115	11675	584	4	2250	20	71522	4	11675	0				
Recording199	Messi	Messi_trials70-72	Entire Recording	1	b02-constr,b07-dilating,d00-dilating,grey_screen,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com),Rabbit sounds,Squirrels Just Wanna Have Fun _ America's National Parks (online-video-cutter.com)	whole_screen	117256	0	3592	17	8	17	216	111620	8	whole_screen		3,5851	3626	363	17	2141	10	111620	2141	3626	0				
Recording53	Noodle	Noodle_trials4-6gs	b02-constr	1	b02-constr	whole_screen	5412	151795	3237	17	11	18	191	0	11	whole_screen	whole_screen	4,06889	4586	764	33	2474	6	0	2474	4586	0				
Recording53	Noodle	Noodle_trials4-6gs	d03-constr	1	d03-constr	whole_screen	5595	124985	1212	17	3	18	71	0	3	whole_screen	whole_screen	3,82955	5595	5595	5595	5595	1	0	5595	5595	0				
Recording53	Noodle	Noodle_trials4-6gs	grey_screen	1	grey_screen	whole_screen	5112	118974	2758	17	16	18	164	30	17	whole_screen		4,06767	4873	1624	392	3094	3	30	3094	4873	0				
Recording53	Noodle	Noodle_trials4-6gs	grey_screen	2	grey_screen	whole_screen	4613	130580	2513	17	4	18	148	0	15	whole_screen	whole_screen	3,77848	3768	942	123	1898	4	0	988	3768	0				
Recording53	Noodle	Noodle_trials4-6gs	grey_screen	3	grey_screen	whole_screen	4546	141787	865	17	17	18	50	2470	18	whole_screen		3,93435	1642	1642	1642	1642	1	2470	1642	1642	0				
Recording53	Noodle	Noodle_trials4-6gs	h08-dilating	1	h08-dilating	whole_screen	5578	136209	1234	17	17	18	72	566	18	whole_screen		3,75065	4103	1368	277	3426	3	566	277	4103	0				
Recording53	Noodle	Noodle_trials4-6gs	Entire Recording	1	b02-constr,d03-constr,grey_screen,h08-dilating,Kanji The Parrot makes squeak toy noise when squeezed,Kitten meowing to attract cats,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com)	whole_screen	157429	0	3237	17	11	18	191	151795	11	whole_screen		4,06889	4586	764	33	2474	6	151795	2474	4586	0				
Recording53	Noodle	Noodle_trials4-6gs	Entire Recording	1	b02-constr,d03-constr,grey_screen,h08-dilating,Kanji The Parrot makes squeak toy noise when squeezed,Kitten meowing to attract cats,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com)	whole_screen	157429	0	1212	17	3	18	71	124985	3	whole_screen		3,82955	5595	5595	5595	5595	1	124985	5595	5595	0				
